VirusGENBANKaccession,Virus GENBANK accession,Virus name(s),Host source,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species
AF232689,AF232689,murid betaherpesvirus 2; rat cytomegalovirus strain Maastricht,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Muromegalovirus,,Muromegalovirus muridbeta2
JX867617,JX867617,murid betaherpesvirus 8; rat cytomegalovirus strain England,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Muromegalovirus,,Muromegalovirus muridbeta8
KC462165,KC462165,elephantid betaherpesvirus 1; elephantid endotheliotropic herpesvirus 1,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Proboscivirus,,Proboscivirus elephantidbeta1
MN373268,MN373268,elephantid betaherpesvirus 3; elephant endotheliotropic herpesvirus 3A,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Proboscivirus,,Proboscivirus elephantidbeta3
KT832477,KT832477,elephantid betaherpesvirus 4; elephantid endotheliotropic herpesvirus 4,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Proboscivirus,,Proboscivirus elephantidbeta4
KF921519,KF921519,elephantid betaherpesvirus 5; elephantid endotheliotropic herpesvirus 5,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Proboscivirus,,Proboscivirus elephantidbeta5
KC503762,KC503762,caviid betaherpesvirus 2; guinea pig cytomegalovirus,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Quwivirus,,Quwivirus caviidbeta2
JQ805139,JQ805139,miniopterid betaherpesvirus 1; Miniopterus schreibersii herpesvirus,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Quwivirus,,Quwivirus miniopteridbeta1
AF281817,AF281817,tupaiid betaherpesvirus 1; tupaia herpesvirus,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Quwivirus,,Quwivirus tupaiidbeta1
AF037218,AF037218,human betaherpesvirus 7; human herpesvirus 7,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Roseolovirus,,Roseolovirus humanbeta7
X83413,X83413,human betaherpesvirus 6A; human herpesvirus 6A,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Roseolovirus,,Roseolovirus humanbeta6a
AF157706,AF157706,human betaherpesvirus 6B; human herpesvirus 6B,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Roseolovirus,,Roseolovirus humanbeta6b
KU351741,KU351741,macacine betaherpesvirus 9; Macaca nemestrina herpesvirus 7,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Roseolovirus,,Roseolovirus macacinebeta9
KY355735,KY355735,murid betaherpesvirus 3; mouse thymic virus,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Roseolovirus,,Roseolovirus muridbeta3
KF017583,KF017583,suid betaherpesvirus 2; porcine cytomegalovirus,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Roseolovirus,,Roseolovirus suidbeta2
KY965444,KY965444,delphinid gammaherpesvirus 1; common bottlenose dolphin gammaherpesvirus 1,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Bossavirus,,Bossavirus delphinidgamma1
AF319782,AF319782,callitrichine gammaherpesvirus 3; marmoset lymphosarcoma virus,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Lymphocryptovirus,,Lymphocryptovirus callitrichinegamma3
AJ581752,AJ581752,gorilline gammaherpesvirus 1; herpesvirus gorilla,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Lymphocryptovirus,,Lymphocryptovirus gorillinegamma1
AJ507799,AJ507799,human gammaherpesvirus 4; Epstein-Barr virus,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Lymphocryptovirus,,Lymphocryptovirus humangamma4
AY037858,AY037858,macacine gammaherpesvirus 4; rhesus lymphocryptovirus,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Lymphocryptovirus,,Lymphocryptovirus macacinegamma4
KP676001,KP676001,macacine gammaherpesvirus 10; cynomolgus macaque lymphocryptovirus,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Lymphocryptovirus,,Lymphocryptovirus macacinegamma10
MG471437,MG471437,macacine gammaherpesvirus 13; Macaca arctoides gammaherpesvirus 1,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Lymphocryptovirus,,Lymphocryptovirus macacinegamma13
AJ581751,AJ581751,panine gammaherpesvirus 1; herpesvirus pan,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Lymphocryptovirus,,Lymphocryptovirus paninegamma1
AJ581750,AJ581750,papiine gammaherpesvirus 1; herpesvirus papio,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Lymphocryptovirus,,Lymphocryptovirus papiinegamma1
AJ581753,AJ581753,pongine gammaherpesvirus 2; herpesvirus pongo,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Lymphocryptovirus,,Lymphocryptovirus ponginegamma2
AF005370,AF005370,alcelaphine gammaherpesvirus 1; wildebeest-associated malignant catarrhal fever virus,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Macavirus,,Macavirus alcelaphinegamma1
KF274499,KF274499,alcelaphine gammaherpesvirus 2; hartebeest-associated malignant catarrhal fever virus,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Macavirus,,Macavirus alcelaphinegamma2
KJ705001,KJ705001,bovine gammaherpesvirus 6; bovine lymphotropic herpesvirus,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Macavirus,,Macavirus bovinegamma6
AF283477,AF283477,caprine gammaherpesvirus 2; caprine herpesvirus 2,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Macavirus,,Macavirus caprinegamma2
DQ083950,DQ083950,hippotragine gammaherpesvirus 1; roan antelope herpesvirus,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Macavirus,,Macavirus hippotraginegamma1
AY839756,AY839756,ovine gammaherpesvirus 2; sheep-associated malignant catarrhal fever virus,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Macavirus,,Macavirus ovinegamma2
AF478169,AF478169,suid gammaherpesvirus 3; porcine lymphotropic herpesvirus 1,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Macavirus,,Macavirus suidgamma3
AY170317,AY170317,suid gammaherpesvirus 4; porcine lymphotropic herpesvirus 2,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Macavirus,,Macavirus suidgamma4
AY170316,AY170316,suid gammaherpesvirus 5; porcine lymphotropic herpesvirus 3,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Macavirus,,Macavirus suidgamma5
MG452722,MG452722,phascolarctid gammaherpesvirus 1,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Manticavirus,,Manticavirus phascolarctidgamma1
MG452721,MG452721,vombatid gammaherpesvirus 1,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Manticavirus,,Manticavirus vombatidgamma1
MF385016,MF385016,vespertilionid gammaherpesvirus 3; Eptesicus fuscus gammaherpesvirus,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Patagivirus,,Patagivirus vespertilionidgamma3
U20824,U20824,equid gammaherpesvirus 2; equine herpesvirus 2,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Percavirus,,Percavirus equidgamma2
KM924295,KM924295,equid gammaherpesvirus 5; equine herpesvirus 5,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Percavirus,,Percavirus equidgamma5
KT595939,KT595939,felid gammaherpesvirus 1; Felis catus gammaherpesvirus 1,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Percavirus,,Percavirus felidgamma1
AF376034,AF376034,mustelid gammaherpesvirus 1; badger herpesvirus,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Percavirus,,Percavirus mustelidgamma1
KP136799,KP136799,phocid gammaherpesvirus 3; harp seal herpesvirus,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Percavirus,,Percavirus phocidgamma3
LC333428,LC333428,rhinolophid gammaherpesvirus 1; Rhinolophus gammaherpesvirus 1,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Percavirus,,Percavirus rhinolophidgamma1
KU220026,KU220026,vespertilionid gammaherpesvirus 1; bat gammaherpesvirus 8,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Percavirus,,Percavirus vespertilionidgamma1
M22036,M22036,ateline gammaherpesvirus 2; herpesvirus ateles strain 810,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Rhadinovirus,,Rhadinovirus atelinegamma2
AF083424,AF083424,ateline gammaherpesvirus 3; herpesvirus ateles,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Rhadinovirus,,Rhadinovirus atelinegamma3
AF318573,AF318573,bovine gammaherpesvirus 4; bovine herpesvirus 4,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Rhadinovirus,,Rhadinovirus bovinegamma4
MH932584,MH932584,colobine gammaherpesvirus 1,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Rhadinovirus,,Rhadinovirus colobinegamma1
HQ221963,HQ221963,cricetid gammaherpesvirus 2; rodent herpesvirus Peru,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Rhadinovirus,,Rhadinovirus cricetidgamma2
AF148805,AF148805,human gammaherpesvirus 8; Kaposi's sarcoma-associated herpesvirus,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Rhadinovirus,,Rhadinovirus humangamma8
AF083501,AF083501,macacine gammaherpesvirus 5; rhesus rhadinovirus,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Rhadinovirus,,Rhadinovirus macacinegamma5
KF703446,KF703446,macacine gammaherpesvirus 8; retroperitoneal fibromatosis-associated herpesvirus Macaca nemestrina,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Rhadinovirus,,Rhadinovirus macacinegamma8
AY528864,AY528864,macacine gammaherpesvirus 11; Japanese macaque rhadinovirus,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Rhadinovirus,,Rhadinovirus macacinegamma11
KP265674,KP265674,macacine gammaherpesvirus 12; pig-tailed macaque rhadinovirus 2,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Rhadinovirus,,Rhadinovirus macacinegamma12
U97553,U97553,murid gammaherpesvirus 4; murine gammaherpesvirus 68,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Rhadinovirus,,Rhadinovirus muridgamma4
GQ169129,GQ169129,murid gammaherpesvirus 7; wood mouse herpesvirus,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Rhadinovirus,,Rhadinovirus muridgamma7
X64346,X64346,saimiriine gammaherpesvirus 2; herpesvirus saimiri,vertebrates,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Rhadinovirus,,Rhadinovirus saimiriinegamma2
MZ130489,MZ130489,uncultured phage cr2_1,bacteria,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Crevaviridae,Coarsevirinae,Junduvirus,,Junduvirus communis
MZ130487,MZ130487,uncultured phage cr25_1,bacteria,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Crevaviridae,Coarsevirinae,Junduvirus,,Junduvirus copri
MT774393,MT774393,uncultured phage cr127_1,bacteria,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Crevaviridae,Doltivirinae,Kahucivirus,,Kahucivirus intestinalis
MZ130490,MZ130490,uncultured phage cr13_1,bacteria,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Crevaviridae,Doltivirinae,Kingevirus,,Kingevirus communis
MZ130479,MZ130479,uncultured phage cr36_1,bacteria,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Intestiviridae,Churivirinae,Jahgtovirus,,Jahgtovirus gastrointestinalis
MZ130484,MZ130484,uncultured phage cr54_1,bacteria,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Intestiviridae,Churivirinae,Jahgtovirus,,Jahgtovirus intestinalis
MT774377,MT774377,uncultured phage cr107_1,bacteria,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Intestiviridae,Churivirinae,Jahgtovirus,,Jahgtovirus intestinihominis
MN917146,MN917146,Bacteroides phage crAss002,bacteria,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Intestiviridae,Churivirinae,Jahgtovirus,,Jahgtovirus secundus
BK010471,BK010471,crAssphage,bacteria,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Intestiviridae,Crudevirinae,Carjivirus,,Carjivirus communis
MZ130481,MZ130481,uncultured phage cr99_1,bacteria,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Intestiviridae,Crudevirinae,Carjivirus,,Carjivirus hominis
MZ130486,MZ130486,uncultured phage cr9_1,bacteria,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Intestiviridae,Crudevirinae,Dabirmavirus,,Dabirmavirus hominis
MZ130476,MZ130476,uncultured phage cr123_1,bacteria,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Intestiviridae,Crudevirinae,Delmidovirus,,Delmidovirus copri
MT774386,MT774386,uncultured phage cr110_1,bacteria,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Intestiviridae,Crudevirinae,Delmidovirus,,Delmidovirus intestinihominis
MT774383,MT774383,uncultured phage cr11_1,bacteria,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Intestiviridae,Crudevirinae,Delmidovirus,,Delmidovirus splanchnicus
MZ130474,MZ130474,uncultured phage cr49_1,bacteria,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Intestiviridae,Crudevirinae,Diorhovirus,,Diorhovirus copri
MT774381,MT774381,uncultured phage cr3_1,bacteria,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Intestiviridae,Crudevirinae,Diorhovirus,,Diorhovirus intestinalis
MZ130480,MZ130480,uncultured phage cr91_1,bacteria,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Intestiviridae,Crudevirinae,Drivevirus,,Drivevirus gastrointestinalis
MZ130488,MZ130488,uncultured phage cr17_1,bacteria,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Intestiviridae,Crudevirinae,Endlipuvirus,,Endlipuvirus intestinihominis
MH616963,MH616963,crAssphage sp. isolate ctbg_1,bacteria,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Intestiviridae,Crudevirinae,Whopevirus,,Whopevirus animalis
MT774384,MT774384,uncultured phage cr8_1,bacteria,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Intestiviridae,Obtuvirinae,Fohxhuevirus,,Fohxhuevirus gastrointestinalis
MT774394,MT774394,uncultured phage cr271_1,bacteria,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Intestiviridae,Obtuvirinae,Hacihdavirus,,Hacihdavirus animalis
MH552500,MH552500,crAssphage sp. isolate ctcc615,bacteria,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Intestiviridae,Obtuvirinae,Wotdevirus,,Wotdevirus murinus
OQ198719,OQ198719,Bacteroides cellulosilyticus phage 11,bacteria,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Intestiviridae,,Rudgehvirus,,Rudgehvirus jaberico
KC821624,KC821624,Cellulophaga phage phi14:2,bacteria,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Steigviridae,Asinivirinae,Akihdevirus,,Akihdevirus balticus
MZ130483,MZ130483,uncultured phage cr44_1,bacteria,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Steigviridae,Asinivirinae,Kahnovirus,,Kahnovirus copri
MT774390,MT774390,uncultured phage cr85_1,bacteria,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Steigviridae,Asinivirinae,Kahnovirus,,Kahnovirus oralis
MH675552,MH675552,Bacteroides phage crAss001,bacteria,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Steigviridae,Asinivirinae,Kehishuvirus,,Kehishuvirus primarius
MT774388,MT774388,uncultured phage cr112_1,bacteria,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Steigviridae,Asinivirinae,Kehishuvirus,,Kehishuvirus splanchnicus
OQ198717,OQ198717,Bacteroides cellulosilyticus phage 1,bacteria,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Steigviridae,Asinivirinae,Kehishuvirus,,Kehishuvirus tikkala
MZ130478,MZ130478,uncultured phage cr151_1,bacteria,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Steigviridae,Asinivirinae,Kolpuevirus,,Kolpuevirus coli
OQ198718,OQ198718,Bacteroides cellulosilyticus phage 3,bacteria,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Steigviridae,Asinivirinae,Kolpuevirus,,Kolpuevirus frurule
MT774391,MT774391,uncultured phage cr126_1,bacteria,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Steigviridae,Asinivirinae,Kolpuevirus,,Kolpuevirus hominis
MT774387,MT774387,uncultured phage cr111_1,bacteria,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Steigviridae,Asinivirinae,Lahndsivirus,,Lahndsivirus rarus
MZ130485,MZ130485,uncultured phage cr18_1,bacteria,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Steigviridae,Asinivirinae,Lebriduvirus,,Lebriduvirus gastrointestinalis
MT774392,MT774392,uncultured phage cr128_1,bacteria,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Steigviridae,Asinivirinae,Mahlunavirus,,Mahlunavirus rarus
MT774378,MT774378,uncultured phage cr106_1,bacteria,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Steigviridae,Asinivirinae,Mahstovirus,,Mahstovirus faecalis
MT774389,MT774389,uncultured phage cr116_1,bacteria,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Steigviridae,Asinivirinae,Pamirivirus,,Pamirivirus faecium
